0 -0.3 -1
0.1 -0.271429 -1
0.2 -0.245578 -1
0.3 -0.22219 -1
0.4 -0.201029 -1
0.5 -0.181883 -1
0.6 -0.164561 -1
0.7 -0.148889 -1
0.8 -0.134709 -1
0.9 -0.121879 -1
1 -0.110272 -1
1.1 -0.0997697 -1
1.2 -0.0902678 -1
1.3 -0.0816709 -1
1.4 -0.0738927 -1
1.5 -0.0668553 -1
1.6 -0.0604881 -1
1.7 -0.0547274 -1
1.8 -0.0495152 -1
1.9 -0.0447995 -1
