-3 -3 159.291
-3 -2.9 152.878
-3 -2.8 146.822
-3 -2.7 140.441
-3 -2.6 134.691
-3 -2.5 128.959
-3 -2.4 123.417
-3 -2.3 117.789
-3 -2.2 112.264
-3 -2.1 107.021
-3 -2 101.905
-3 -1.9 97.0164
-3 -1.8 92.0581
-3 -1.7 87.4462
-3 -1.6 82.6641
-3 -1.5 78.2563
-3 -1.4 74.6282
-3 -1.3 70.9026
-3 -1.2 67.3742
-3 -1.1 64.1293
-3 -1 61.0004
-3 -0.9 58.1936
-3 -0.8 55.5911
-3 -0.7 53.3108
-3 -0.6 51.1591
-3 -0.5 49.3037
-3 -0.4 47.6943
-3 -0.3 46.5366
-3 -0.2 45.6261
-3 -0.1 44.8444
-3 0 44.57
-3 0.1 44.3841
-3 0.2 44.9447
-3 0.3 45.5736
-3 0.4 46.412
-3 0.5 48.0986
-3 0.6 49.7385
-3 0.7 52.3316
-3 0.8 55.0779
-3 0.9 58.1546
-3 1 61.7788
-3 1.1 65.314
-3 1.2 69.3807
-3 1.3 73.6336
-3 1.4 77.6638
-3 1.5 81.148
-3 1.6 85.5627
-3 1.7 90.1289
-3 1.8 95.0633
-3 1.9 99.8084
-3 2 104.442
-3 2.1 108.9
-3 2.2 113.596
-3 2.3 118.446
-3 2.4 122.982
-3 2.5 127.212
-3 2.6 131.552
-3 2.7 136.023
-3 2.8 140.562
-3 2.9 145.042

-2.9 -3 155.263
-2.9 -2.9 148.749
-2.9 -2.8 142.481
-2.9 -2.7 136.351
-2.9 -2.6 130.519
-2.9 -2.5 124.658
-2.9 -2.4 118.82
-2.9 -2.3 113.065
-2.9 -2.2 107.503
-2.9 -2.1 102.233
-2.9 -2 96.9693
-2.9 -1.9 91.7077
-2.9 -1.8 86.5057
-2.9 -1.7 81.6955
-2.9 -1.6 77.2862
-2.9 -1.5 73.1052
-2.9 -1.4 69.3795
-2.9 -1.3 65.7353
-2.9 -1.2 62.0456
-2.9 -1.1 58.77
-2.9 -1 55.8446
-2.9 -0.9 53.0307
-2.9 -0.8 50.4968
-2.9 -0.7 48.1675
-2.9 -0.6 45.9395
-2.9 -0.5 44.1076
-2.9 -0.4 42.5199
-2.9 -0.3 41.1863
-2.9 -0.2 40.2795
-2.9 -0.1 39.6063
-2.9 0 38.9921
-2.9 0.1 38.7178
-2.9 0.2 38.9405
-2.9 0.3 39.4777
-2.9 0.4 40.1874
-2.9 0.5 41.5169
-2.9 0.6 43.401
-2.9 0.7 45.8995
-2.9 0.8 48.5705
-2.9 0.9 51.4798
-2.9 1 55.2924
-2.9 1.1 59.0557
-2.9 1.2 63.225
-2.9 1.3 67.5448
-2.9 1.4 71.9774
-2.9 1.5 76.0978
-2.9 1.6 80.4973
-2.9 1.7 84.9584
-2.9 1.8 90.3166
-2.9 1.9 95.3681
-2.9 2 100.321
-2.9 2.1 105.213
-2.9 2.2 109.903
-2.9 2.3 114.42
-2.9 2.4 119.072
-2.9 2.5 123.745
-2.9 2.6 127.925
-2.9 2.7 132.954
-2.9 2.8 137.322
-2.9 2.9 141.914

-2.8 -3 151.233
-2.8 -2.9 144.908
-2.8 -2.8 138.596
-2.8 -2.7 132.4
-2.8 -2.6 126.166
-2.8 -2.5 120.217
-2.8 -2.4 114.431
-2.8 -2.3 108.741
-2.8 -2.2 103.23
-2.8 -2.1 97.6185
-2.8 -2 92.0678
-2.8 -1.9 86.6678
-2.8 -1.8 81.7557
-2.8 -1.7 77.1168
-2.8 -1.6 72.6901
-2.8 -1.5 68.6007
-2.8 -1.4 64.5976
-2.8 -1.3 60.8091
-2.8 -1.2 57.3277
-2.8 -1.1 54.0659
-2.8 -1 51.1183
-2.8 -0.9 48.4404
-2.8 -0.8 46.1214
-2.8 -0.7 43.9712
-2.8 -0.6 41.9448
-2.8 -0.5 40.1992
-2.8 -0.4 38.6371
-2.8 -0.3 37.2696
-2.8 -0.2 36.1455
-2.8 -0.1 35.198
-2.8 0 34.5729
-2.8 0.1 34.0281
-2.8 0.2 33.9047
-2.8 0.3 34.064
-2.8 0.4 34.4939
-2.8 0.5 35.6893
-2.8 0.6 37.1449
-2.8 0.7 39.5249
-2.8 0.8 42.0377
-2.8 0.9 45.2103
-2.8 1 48.6865
-2.8 1.1 52.7464
-2.8 1.2 57.024
-2.8 1.3 61.5207
-2.8 1.4 66.1146
-2.8 1.5 70.7546
-2.8 1.6 75.5957
-2.8 1.7 80.2031
-2.8 1.8 85.1787
-2.8 1.9 91.3358
-2.8 2 96.4959
-2.8 2.1 101.27
-2.8 2.2 106.083
-2.8 2.3 110.764
-2.8 2.4 115.575
-2.8 2.5 120.312
-2.8 2.6 124.677
-2.8 2.7 129.835
-2.8 2.8 134.256
-2.8 2.9 138.923

-2.7 -3 147.133
-2.7 -2.9 140.633
-2.7 -2.8 134.407
-2.7 -2.7 127.931
-2.7 -2.6 121.972
-2.7 -2.5 115.995
-2.7 -2.4 110.129
-2.7 -2.3 104.199
-2.7 -2.2 98.571
-2.7 -2.1 92.7944
-2.7 -2 87.4593
-2.7 -1.9 82.6204
-2.7 -1.8 77.4942
-2.7 -1.7 72.9911
-2.7 -1.6 68.483
-2.7 -1.5 64.1618
-2.7 -1.4 60.16
-2.7 -1.3 56.5457
-2.7 -1.2 53.4054
-2.7 -1.1 50.1913
-2.7 -1 47.4386
-2.7 -0.9 45.0042
-2.7 -0.8 42.8268
-2.7 -0.7 40.8669
-2.7 -0.6 39.1171
-2.7 -0.5 37.5851
-2.7 -0.4 36.0766
-2.7 -0.3 34.7753
-2.7 -0.2 33.5574
-2.7 -0.1 32.4694
-2.7 0 31.4662
-2.7 0.1 30.7196
-2.7 0.2 30.1914
-2.7 0.3 29.8554
-2.7 0.4 30.0529
-2.7 0.5 30.5902
