         0   -1.4500   61.5341
   -0.0006   -1.4469   61.4890
   -3.7961   -0.5247   51.5191
   -2.2078   -0.9060   40.8388
   -3.1887   -0.6628   35.6341
   -3.1860   -0.6634   35.5997
   -2.4083   -0.1915   32.0332
   -2.7731   -0.4040   29.4287
   -2.6187   -0.2883   29.3708
   -2.7373   -0.3576   29.0767
   -1.4142    1.6692   10.8077
   -1.6681    1.2864   10.0275
   -1.4799    1.5044    8.5146
   -1.4284    1.5318    8.3802
   -0.6278    1.0909    8.1100
   -0.7395    1.4273    4.7249
    1.8140    0.5022    3.2896
    1.5581    0.5824    1.2369
    1.5714    0.7034    0.7483
    1.2153    0.9162    0.1307
    1.1254    0.9926    0.0540
    1.1305    0.9612    0.0312
    1.0752    0.9980    0.0137
    1.0055    0.9963    0.0113
    0.9622    1.0133    0.0041
    1.0279    1.0032    0.0009
    0.9988    1.0069    0.0005
    1.0101    1.0058    0.0002
    1.0092    1.0060    0.0002
    1.0093    1.0059    0.0002
    1.0093    1.0059    0.0002
    1.0093    1.0059    0.0002
    1.0093    1.0059    0.0002
    1.0093    1.0059    0.0002
    1.0093    1.0059    0.0002
    1.0093    1.0059    0.0002
    1.0093    1.0059    0.0002
    1.0093    1.0059    0.0002
    1.0093    1.0059    0.0002
