#Plot of the error of the calculated jacobian dJ (expl midpoint,impl midpoint,gen midpoint)
32 0.749282 3.43705 1.05168 0.749282
64 0.250009 1.84965 0.771386 0.250009
128 0.298774 0.939269 0.462554 0.298774
256 0.0921868 0.294791 0.104155 0.0921868
512 0.0602439 0.197014 0.100733 0.0602439
1024 0.0418646 0.120262 0.0484167 0.0418646
2048 0.0437846 0.0439632 0.0237637 0.0437846
4096 0.0117368 0.0189572 0.00592669 0.0117368
8192 0.00159763 0.0096583 0.00440098 0.00159763
