#Plot of the error of the calculated jacobian dJ (expl midpoint,impl midpoint,gen midpoint)
#16 0.0275329 0.027655 0.027655 0.0275329 0.027655 
32 0.00624449 0.0110156 0.00644237 0.00100601 0.0011147 
64 0.00152594 0.00295413 0.0016707 0.000132732 0.000420321 
128 0.000375326 0.000745858 0.000376685 4.02885e-05 0.000222434 
256 9.39842e-05 0.000185564 9.88546e-05 5.90833e-06 4.46437e-05 
512 2.35176e-05 4.66665e-05 2.67123e-05 9.65174e-08 6.33232e-06 
1024 5.88655e-06 1.16657e-05 5.88617e-06 4.98753e-08 4.8427e-06 
2048 1.47956e-06 2.89422e-06 1.49184e-06 1.13648e-08 6.43124e-07 

