0 0 0 0
1.46484e-11 8.39015e-11 8.39015e-11 8.98243e-11
2.92969e-11 4.18209e-10 4.18209e-10 7.9229e-10
4.39453e-11 1.16771e-09 1.16771e-09 2.62709e-09
5.85937e-11 2.49433e-09 2.49433e-09 6.10764e-09
7.32422e-11 4.55605e-09 4.55605e-09 1.1738e-08
8.78906e-11 7.50574e-09 7.50574e-09 2.00097e-08
1.02539e-10 1.14901e-08 1.14901e-08 3.1399e-08
1.17187e-10 1.66487e-08 1.66487e-08 4.63634e-08
1.31836e-10 2.31129e-08 2.31129e-08 6.53393e-08
1.46484e-10 3.10045e-08 3.10045e-08 8.87389e-08
1.61133e-10 4.04356e-08 4.04356e-08 1.16948e-07
1.75781e-10 5.15069e-08 5.15069e-08 1.50321e-07
1.9043e-10 6.43074e-08 6.43074e-08 1.89184e-07
2.05078e-10 7.89132e-08 7.89132e-08 2.33825e-07
2.19727e-10 9.53869e-08 9.53869e-08 2.84498e-07
2.34375e-10 1.13777e-07 1.13777e-07 3.41418e-07
2.49023e-10 1.34117e-07 1.34117e-07 4.0476e-07
2.63672e-10 1.56427e-07 1.56427e-07 4.74655e-07
2.7832e-10 1.80707e-07 1.80707e-07 5.51192e-07
2.92969e-10 2.06945e-07 2.06945e-07 6.34415e-07
3.07617e-10 2.3511e-07 2.3511e-07 7.24322e-07
3.22266e-10 2.65156e-07 2.65156e-07 8.20862e-07
3.36914e-10 2.97018e-07 2.97018e-07 9.23939e-07
3.51562e-10 3.30615e-07 3.30615e-07 1.03341e-06
3.66211e-10 3.65849e-07 3.65849e-07 1.14907e-06
3.80859e-10 4.02604e-07 4.02604e-07 1.27068e-06
3.95508e-10 4.40749e-07 4.40749e-07 1.39795e-06
4.10156e-10 4.80133e-07 4.80133e-07 1.53054e-06
4.24805e-10 5.20591e-07 5.20591e-07 1.66805e-06
4.39453e-10 5.61942e-07 5.61942e-07 1.81006e-06
4.54102e-10 6.03989e-07 6.03989e-07 1.95607e-06
4.6875e-10 6.46519e-07 6.46519e-07 2.10556e-06
4.83398e-10 6.89306e-07 6.89306e-07 2.25796e-06
4.98047e-10 7.3211e-07 7.3211e-07 2.41265e-06
5.12695e-10 7.74677e-07 7.74677e-07 2.56897e-06
5.27344e-10 8.16742e-07 8.16742e-07 2.72624e-06
5.41992e-10 8.5803e-07 8.5803e-07 2.88371e-06
5.56641e-10 8.98252e-07 8.98252e-07 3.04064e-06
5.71289e-10 9.37115e-07 9.37115e-07 3.19622e-06
5.85937e-10 9.74314e-07 9.74314e-07 3.34963e-06
6.00586e-10 1.00954e-06 1.00954e-06 3.50002e-06
6.15234e-10 1.04247e-06 1.04247e-06 3.64652e-06
6.29883e-10 1.0728e-06 1.0728e-06 3.78823e-06
6.44531e-10 1.1002e-06 1.1002e-06 3.92425e-06
6.5918e-10 1.12433e-06 1.12433e-06 4.05366e-06
6.73828e-10 1.14489e-06 1.14489e-06 4.17553e-06
6.88477e-10 1.16154e-06 1.16154e-06 4.28893e-06
7.03125e-10 1.17397e-06 1.17397e-06 4.39292e-06
7.17773e-10 1.18186e-06 1.18186e-06 4.48657e-06
7.32422e-10 1.1849e-06 1.1849e-06 4.56895e-06
7.4707e-10 1.18701e-06 1.18701e-06 4.63915e-06
7.61719e-10 1.19457e-06 1.19457e-06 4.69627e-06
7.76367e-10 1.20786e-06 1.20786e-06 4.73942e-06
7.91016e-10 1.22716e-06 1.22716e-06 4.76774e-06
8.05664e-10 1.25271e-06 1.25271e-06 4.78041e-06
8.20312e-10 1.28476e-06 1.28476e-06 4.7842e-06
8.34961e-10 1.32354e-06 1.32354e-06 4.80522e-06
8.49609e-10 1.36926e-06 1.36926e-06 4.84419e-06
8.64258e-10 1.4221e-06 1.4221e-06 4.9018e-06
8.78906e-10 1.48223e-06 1.48223e-06 4.97869e-06
8.93555e-10 1.54981e-06 1.54981e-06 5.07544e-06
9.08203e-10 1.62495e-06 1.62495e-06 5.19259e-06
9.22852e-10 1.70775e-06 1.70775e-06 5.33061e-06
9.375e-10 1.79828e-06 1.79828e-06 5.48992e-06
9.52148e-10 1.89659e-06 1.89659e-06 5.67087e-06
9.66797e-10 2.0027e-06 2.0027e-06 5.87373e-06
9.81445e-10 2.1166e-06 2.1166e-06 6.09873e-06
