#Plot of the error of the calculated jacobian dJ (expl midpoint,impl midpoint,gen midpoint)
50 1.91407 82.9397 1.93182 1.91407 1.93182 
55 1.94199 37.1086 1.94167 1.95304 1.94107 
60 1.60891 9.22061 1.43358 1.67305 1.45947 
66 1.22797 7.38138 1.40726 1.13245 1.38137 
73 1.25032 5.17633 1.3348 1.23898 1.29497 
80 1.02153 2.03358 1.00099 0.939838 0.897703 
88 0.883776 2.77556 0.159201 0.824671 0.547341 
97 0.694958 3.23145 0.9186 0.777252 1.3958 
107 0.576633 3.84393 0.0950053 0.509885 0.316189 
117 0.497344 3.36911 0.565743 0.342835 0.559007 
129 0.397404 2.95661 0.453591 0.47915 0.53089 
142 0.327391 1.93656 0.322481 0.28158 0.257159 
156 0.274102 1.53921 0.106413 0.235958 0.0471693 
172 0.225755 1.26776 0.250824 0.286344 0.378102 
189 0.184903 1.22712 0.126215 0.145682 0.0633236 
208 0.150818 0.774849 0.186229 0.11566 0.182195 
229 0.124313 0.595647 0.169355 0.166153 0.214299 
252 0.105509 0.417116 0.149056 0.072904 0.115931 
277 0.0853811 0.353488 0.122414 0.114933 0.14966 
304 0.0709448 0.295818 0.0857867 0.0198584 0.0186516 
335 0.0581508 0.231668 0.0600601 0.083333 0.0809431 
368 0.0484838 0.192133 0.0389521 0.0230625 0.00979766 
405 0.0398263 0.128093 0.0561378 0.057401 0.0823272 
446 0.0328779 0.111849 0.0299251 0.0452312 0.0358646 
490 0.0272087 0.0905692 0.0254616 0.00227968 0.00257645 
539 0.0224645 0.0731502 0.0195945 0.0301592 0.0269309 
593 0.0184487 0.0644794 0.0523531 0.0226894 0.0688528 
653 0.0152401 0.046716 0.0155334 0.0419626 0.0310732 
718 0.0126356 0.0379052 0.0113252 0.0136675 0.0155458 
790 0.0104317 0.028285 0.0102068 0.0286158 0.0287592 
869 0.00861659 0.0199584 0.0108703 0.0022602 0.00533922 
956 0.00711708 0.0192925 0.00778101 0.000398956 0.000286436 
1051 0.00589023 0.0152533 0.0071577 0.00230059 0.000834563 
1156 0.00487074 0.00928015 0.008456 0.0103198 0.0146776 
1272 0.00402204 0.00954733 0.00444201 0.00627807 0.00564289 
1399 0.00332438 0.00761305 0.00382601 0.00312928 0.00365824 
1539 0.00274816 0.00696845 0.00303021 0.000373361 0.00058402 
1693 0.00226866 0.00316554 0.00377162 0.00800004 0.00991017 
1862 0.00187599 0.00456519 0.00187592 0.00447779 0.00498034 
2048 0.00155115 0.00335776 0.00203796 0.00228202 0.00293129 
2253 0.00128167 0.00223851 0.00172063 0.000310809 0.000117173 
2479 0.00105747 0.00138569 0.00248401 0.0109939 0.012749 
2726 0.000875121 0.00164036 0.00114473 0.0052108 0.00532663 
2999 0.000723131 0.00134372 0.00100111 0.00102982 0.000749041 
3299 0.000597496 0.00108994 0.000743142 0.00206331 0.00216484 
3629 0.000493792 0.00108175 0.000502516 0.000466543 0.000503874 
3992 0.000408097 0.00120004 0.000169968 0.00162548 0.00130027 
4391 0.000337288 0.000676507 0.000409218 0.000813027 0.0006366 
4830 0.000278752 0.000395914 0.000451668 0.000609728 0.000816306 
5313 0.000230355 0.000422608 0.000262899 0.00146901 0.00145474 
5844 0.00019037 0.000470095 0.000150421 0.000950202 0.00101639 
6429 0.000157296 0.000361892 0.000139725 0.00219572 0.00218605 
7072 0.000130001 0.000222817 0.000180881 0.000354179 0.00028049 
7779 0.000107442 9.56454e-05 0.000252415 0.000321796 0.000145547 
8557 8.87922e-05 3.88601e-05 0.000249153 0.000504821 0.00033934 
9412 7.34037e-05 0.000143606 8.36902e-05 0.000797564 0.000837314 
10354 6.06463e-05 9.82909e-05 8.79572e-05 0.00196776 0.00200075 
11389 5.01308e-05 9.07137e-05 6.20059e-05 0.000529463 0.000522736 
12528 4.1427e-05 7.66185e-05 5.00225e-05 3.64232e-05 4.39363e-05 
13781 3.42364e-05 7.69704e-05 2.71982e-05 0.000269896 0.000257649 
