0 -1.6682 4.48255 3.66029 0.193985 -8.29443 -8.26494 1.55283e-07 2.31264 3.17368 0.113564 -0.0856525 
0.05 -1.87332 4.69073 4.09886 0.337721 -7.89893 -7.85924 6.46826e-07 2.01339 3.19856 0.0331698 -0.0121085 
0.1 -1.93183 4.78244 4.24543 0.457102 -7.46367 -7.75342 9.7445e-07 1.93162 3.1293 0.0259226 -0.0369256 
0.15 -1.98938 4.87844 4.39561 0.577979 -7.02734 -7.65177 1.46074e-06 1.84539 3.06619 0.0204192 -0.0620693 
0.2 -2.0394 5.21276 4.55024 0.70103 -6.58821 -7.64654 1.64051e-06 1.84962 3.00758 0.0375528 -0.0866136 
0.25 -2.08539 4.9393 4.72855 1.20248 -6.13353 -7.54197 1.61929e-06 1.73504 2.95957 0.0305175 -0.109605 
0.3 -2.13324 5.04708 4.83758 1.33237 -5.68152 -7.44005 1.6334e-06 1.61891 2.91336 0.024482 -0.134668 
0.35 -2.18224 5.15768 4.936 1.34373 -5.21896 -7.16432 9.89373e-06 1.4624 2.86903 0.019488 -0.16089 
0.4 -2.23191 5.26513 5.02951 1.56136 -4.82957 -7.55773 2.30059e-05 1.83438 2.84454 0.0113768 -0.187691 
0.45 -2.28223 5.36864 5.11835 1.76576 -4.43019 -7.4645 2.80385e-05 1.75314 2.78408 0.00832115 -0.215083 
0.5 -2.33322 5.46782 5.20279 1.97399 -4.02885 -7.37248 3.33251e-05 1.67299 2.72218 0.00603651 -0.24307 
0.55 -2.38488 5.56252 5.28275 2.1862 -3.62337 -7.28544 3.88774e-05 1.59311 2.66188 0.00450625 -0.271664 
0.6 -2.43721 5.65259 5.35824 2.40282 -3.21314 -7.20323 4.46594e-05 1.51354 2.60325 0.0037442 -0.300873 
0.65 -2.49021 5.73795 5.4295 2.62449 -2.79764 -7.12581 5.06373e-05 1.4343 2.54633 0.00376487 -0.330707 
0.7 -2.54391 5.81848 5.49662 2.85189 -2.37648 -7.05333 5.67799e-05 1.35542 2.49119 0.00458258 -0.361178 
0.75 -2.59831 5.89396 5.55944 3.08548 -1.94925 -6.9859 6.30584e-05 1.27694 2.43787 0.00621112 -0.392298 
0.8 -2.65343 5.96415 5.6178 3.32558 -1.51543 -6.92347 6.94461e-05 1.19888 2.38645 0.00889783 -0.424078 
0.85 -2.70926 6.02882 5.67153 3.57251 -1.0745 -6.86598 7.59185e-05 1.12129 2.33695 0.0121817 -0.45653 
0.9 -2.76584 6.08774 5.72046 3.8266 -0.625946 -6.81338 8.24531e-05 1.04418 2.28946 0.016315 -0.489668 
0.95 -2.82316 6.14068 5.76447 4.0881 -0.169289 -6.76556 8.90293e-05 0.967598 2.24404 0.0213116 -0.523505 
1 -2.88126 6.18738 5.80363 4.35711 0.295813 -6.72222 9.56285e-05 0.891574 2.20075 0.0271847 -0.558056 
1.05 -2.94016 6.22737 5.9509 4.63382 0.769823 -6.6831 0.000102234 0.816144 2.15965 0.0339473 -0.593321 
1.1 -3.00071 6.25443 5.96108 4.91986 1.25513 -6.64822 0.00010883 0.741344 2.12084 0.0416112 -0.628996 
1.15 -3.06236 6.27198 5.96495 5.21471 1.75104 -6.61762 0.000115404 0.667213 2.08437 0.0501876 -0.665305 
1.2 -3.12475 6.28246 5.96436 5.51819 2.25719 -6.59137 0.000121944 0.59379 2.05033 0.059688 -0.702412 
1.25 -3.18789 6.27949 5.95268 0.737186 -8.10088 -11.5505 0.00012844 0.520979 2.01867 0.070124 -0.740332 
1.3 5.4743 9.03735 5.91543 0.777163 -7.87889 -11.4366 0.000134885 0.448185 2.87499 2.76027 1.90381 
1.35 5.30025 9.0014 5.96284 0.814239 -7.65807 -11.3222 0.000141254 0.375202 2.70251 2.61406 1.7968 
1.4 5.12836 8.95726 6.00207 0.848475 -7.43829 -11.2073 0.000147506 0.302324 2.52828 2.46583 1.68977 
1.45 4.95865 8.90471 6.03291 0.879918 -7.21944 -11.0915 0.000153594 0.229574 2.35273 2.31555 1.58268 
1.5 2.85927 8.84349 6.05502 0.908621 -7.00125 -10.9746 0.000159481 0.156975 1.64493 1.09739 0.942935 
1.55 2.82444 8.79549 6.04531 0.934624 -6.78345 -10.8565 0.00016514 0.0843653 1.56297 1.09387 0.921318 
1.6 2.79863 8.74168 6.02309 0.957936 -6.56588 -10.7368 0.000170561 0.0115486 1.48675 1.096 0.904589 
1.65 2.77412 8.6784 5.99171 0.978558 -6.34848 -10.6155 0.00017574 -0.0614985 1.4098 1.09747 0.887936 
1.7 2.75098 8.60542 5.95093 0.996488 -6.13116 -10.4923 0.000180676 -0.134773 1.33214 1.09827 0.871379 
1.75 2.72929 8.52253 5.90049 1.01172 -5.91383 -10.3671 0.000166556 -0.208271 1.25377 1.0984 0.854944 
1.8 2.70913 8.42951 5.84013 1.02425 -5.69638 -10.2397 9.10825e-05 -0.28199 1.17471 1.09788 0.838656 
1.85 2.24128 7.39335 5.25889 1.03409 -5.47869 -10.1101 -6.8882e-05 -0.355927 1.09497 1.09671 -1.009 
1.9 2.17045 7.32226 5.26756 1.04142 -5.26053 -9.97806 -0.000312467 -0.430081 1.01447 1.09494 -1.02708 
1.95 2.10052 7.24796 5.2733 1.04641 -5.04168 -9.84363 -0.000638616 -0.504448 0.932859 1.09206 -1.04455 
2 2.03148 7.17044 5.27612 1.04906 -4.82205 -9.70667 -0.00104625 -0.579021 0.850122 1.08804 -1.06141 
2.05 1.96336 7.08971 5.27603 1.04937 -4.60156 -9.56709 -0.00153424 -0.653797 0.766241 1.08285 -1.07766 
