#32 7.20402 28.6353 22.9392 0 0 
#64 2.66046 5.09685 9.42356 1.14951 2.74964 
128 0.777129 19.2823 2.28771 0.152758 27.3942 
256 0.2534 0.959013 3.91625 0.0825709 6.56034 
512 0.0529612 0.900993 0.175359 0.0232882 1.18682 
1024 0.0154239 0.347386 0.329229 0.00640557 0.212748 
2048 0.00550171 0.692984 0.286146 0.00335178 1.03927 
4096 0.00250378 0.085385 0.0859856 0.00199994 0.298282 
8192 0.0012391 0.0480738 0.0478512 0.000821962 0.0514187 
16384 0.000608962 0.0250302 0.0249924 0.000401837 0.0175991 

