0 4.55598e-09 0.000165582 1.94183e-14 2.21276e-20 1.27719e-20 
2e-11 3.48102e-09 0.000169166 1.64298e-14 2.21277e-20 1.27719e-20 
4e-11 2.59221e-09 0.000172141 1.33175e-14 2.21281e-20 1.27719e-20 
6e-11 1.89767e-09 0.000174483 1.00967e-14 2.2129e-20 1.27719e-20 
8e-11 1.4023e-09 0.000176171 6.78632e-15 2.21302e-20 1.27719e-20 
1e-10 1.10756e-09 0.00017719 3.40789e-15 2.21314e-20 1.27719e-20 
1.2e-10 1.01125e-09 0.00017753 -1.47049e-17 2.2132e-20 1.27719e-20 
1.4e-10 1.10756e-09 0.000177183 -3.45599e-15 2.21312e-20 1.27719e-20 
1.6e-10 1.38702e-09 0.000176148 -6.88934e-15 2.2128e-20 1.27719e-20 
1.8e-10 1.83675e-09 0.00017443 -1.02875e-14 2.21212e-20 1.27719e-20 
2e-10 2.44066e-09 0.000172039 -1.3623e-14 2.21097e-20 1.27719e-20 
2.2e-10 3.17979e-09 0.00016899 -1.68684e-14 2.20922e-20 1.27719e-20 
2.4e-10 4.03277e-09 0.000165304 -1.99971e-14 2.20673e-20 1.27719e-20 
2.6e-10 4.9762e-09 0.000161006 -2.29829e-14 2.20337e-20 1.27719e-20 
2.8e-10 5.9853e-09 0.000156127 -2.58013e-14 2.19904e-20 1.27719e-20 
3e-10 7.03437e-09 0.000150704 -2.84288e-14 2.19362e-20 1.27719e-20 
3.2e-10 8.09743e-09 0.000144777 -3.0844e-14 2.18703e-20 1.27719e-20 
3.4e-10 9.1488e-09 0.00013839 -3.30271e-14 2.17921e-20 1.27719e-20 
3.6e-10 1.01637e-08 0.000131591 -3.49606e-14 2.17012e-20 1.27719e-20 
3.8e-10 1.11187e-08 0.000124432 -3.66293e-14 2.15975e-20 1.27719e-20 
4e-10 1.19924e-08 0.000116967 -3.80206e-14 2.14814e-20 1.27719e-20 
4.2e-10 1.27659e-08 0.000109252 -3.91244e-14 2.13533e-20 1.27719e-20 
4.4e-10 1.34232e-08 0.000101347 -3.99332e-14 2.12142e-20 1.27719e-20 
4.6e-10 1.39513e-08 9.33091e-05 -4.04426e-14 2.10653e-20 1.27719e-20 
4.8e-10 1.43408e-08 8.51998e-05 -4.06507e-14 2.09079e-20 1.27719e-20 
5e-10 1.45859e-08 7.70789e-05 -4.05587e-14 2.07437e-20 1.27719e-20 
5.2e-10 1.46847e-08 6.90059e-05 -4.01708e-14 2.05748e-20 1.27719e-20 
5.4e-10 1.46388e-08 6.10395e-05 -3.94938e-14 2.04032e-20 1.27719e-20 
5.6e-10 1.44536e-08 5.32363e-05 -3.85375e-14 2.02309e-20 1.27719e-20 
5.8e-10 1.41379e-08 4.56511e-05 -3.73145e-14 2.00604e-20 1.27719e-20 
