    1.5000    1.5000   23.0011
    0.5975    0.1016   14.6969
    0.3605    0.2179   14.0605
    0.8663    0.1086   12.5958
    1.1254    0.0743   11.4600
    1.1239    0.0745   11.4545
    1.1192    0.0746   11.4529
    1.1227    0.0738   11.4494
    1.1212    0.0734   11.4490
    1.1212    0.0734   11.4490
    1.1212    0.0734   11.4490
    1.1212    0.0734   11.4490
    1.1211    0.0732   11.4490
    1.1211    0.0731   11.4491
    1.1276    0.0634   11.4479
    1.1255    0.0665   11.4474
    1.1249    0.0673   11.4474
    1.1249    0.0673   11.4474
    1.1249    0.0673   11.4474
    1.1248    0.0675   11.4474
    1.1247    0.0675   11.4474
    1.1246    0.0677   11.4474
    1.1246    0.0677   11.4474
    1.1244    0.0678   11.4474
    1.1244    0.0678   11.4474
    1.1242    0.0679   11.4474
    1.1242    0.0679   11.4474
    1.1241    0.0679   11.4474
    1.1240    0.0678   11.4474
    1.1239    0.0677   11.4474
    1.1239    0.0676   11.4474
    1.1238    0.0674   11.4474
    1.1239    0.0673   11.4474
    1.1332    0.0423   11.4435
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1328    0.0436   11.4434
    1.1327    0.0436   11.4434
    1.1327    0.0436   11.4434
    1.1327    0.0436   11.4434
