#Plot of the error of the calculated jacobian dJ (expl midpoint,impl midpoint,gen midpoint)
32 0.755302 1.95576 0.813797 0.755302
64 0.413415 0.616401 0.426004 0.413415
128 0.162766 0.336258 0.187919 0.162766
256 0.0879065 0.179597 0.0897661 0.0879065
512 0.0712453 0.107465 0.0400165 0.0712453
1024 0.029598 0.052578 0.0147566 0.029598
2048 0.00816705 0.0273543 0.00933823 0.00816705
4096 0.00216853 0.0131618 0.00305381 0.00216853
8192 0.00108668 0.00695124 0.00221792 0.00108668
