         0   -1.4500   61.4369
   -0.3823    1.8046   16.5162
   -2.1878    1.1846   13.4234
   -1.9791    1.1219   12.7253
   -1.2734    1.6944   10.7373
   -1.5456    1.4239    8.6463
   -0.9421    1.5165    6.2853
    1.6858    0.4824    1.2472
    1.6531    0.4923    1.2408
    1.5436    0.7945    1.0147
    1.5784    0.6544    0.7618
    1.4563    0.8262    0.4997
    0.8296    1.1020    0.3515
    0.8705    1.0106    0.0697
    0.9671    1.0358    0.0461
    0.9662    1.0124    0.0034
    1.0253    1.0017    0.0008
    0.9956    1.0061    0.0005
    1.0171    1.0030    0.0003
    1.0020    1.0052    0.0002
    1.0128    1.0037    0.0002
    1.0052    1.0048    0.0002
    1.0106    1.0040    0.0002
    1.0068    1.0045    0.0002
    1.0095    1.0042    0.0002
    1.0076    1.0044    0.0002
    1.0089    1.0042    0.0002
    1.0080    1.0044    0.0002
    1.0083    1.0043    0.0002
    1.0083    1.0043    0.0002
    1.0083    1.0043    0.0002
    1.0083    1.0043    0.0002
    1.0083    1.0043    0.0002
