0 0 0 0
1.46484e-11 8.39015e-11 8.39015e-11 8.98243e-11
2.92969e-11 3.34307e-10 3.34307e-10 7.02466e-10
4.39453e-11 7.49499e-10 7.49499e-10 1.8348e-09
5.85937e-11 1.32663e-09 1.32663e-09 3.48055e-09
7.32422e-11 2.06172e-09 2.06172e-09 5.63036e-09
8.78906e-11 2.94969e-09 2.94969e-09 8.27175e-09
1.02539e-10 3.98439e-09 3.98439e-09 1.13892e-08
1.17187e-10 5.15861e-09 5.15861e-09 1.49644e-08
1.31836e-10 6.46411e-09 6.46411e-09 1.89759e-08
1.46484e-10 7.89166e-09 7.89166e-09 2.33996e-08
1.61133e-10 9.43109e-09 9.43109e-09 2.82086e-08
1.75781e-10 1.10713e-08 1.10713e-08 3.33736e-08
1.9043e-10 1.28005e-08 1.28005e-08 3.88625e-08
2.05078e-10 1.46057e-08 1.46057e-08 4.46413e-08
2.19727e-10 1.64737e-08 1.64737e-08 5.06733e-08
2.34375e-10 1.83902e-08 1.83902e-08 5.69202e-08
2.49023e-10 2.03404e-08 2.03404e-08 6.33415e-08
2.63672e-10 2.23091e-08 2.23091e-08 6.98951e-08
2.7832e-10 2.42803e-08 2.42803e-08 7.65373e-08
2.92969e-10 2.62379e-08 2.62379e-08 8.32232e-08
3.07617e-10 2.81653e-08 2.81653e-08 8.99066e-08
3.22266e-10 3.00457e-08 3.00457e-08 9.65403e-08
3.36914e-10 3.1862e-08 3.1862e-08 1.03076e-07
3.51562e-10 3.35971e-08 3.35971e-08 1.09466e-07
3.66211e-10 3.52339e-08 3.52339e-08 1.15661e-07
3.80859e-10 3.67553e-08 3.67553e-08 1.21613e-07
3.95508e-10 3.81443e-08 3.81443e-08 1.27271e-07
4.10156e-10 3.93841e-08 3.93841e-08 1.32588e-07
4.24805e-10 4.04585e-08 4.04585e-08 1.37515e-07
4.39453e-10 4.13512e-08 4.13512e-08 1.42005e-07
4.54102e-10 4.20468e-08 4.20468e-08 1.46012e-07
4.6875e-10 4.25302e-08 4.25302e-08 1.49491e-07
4.83398e-10 4.27871e-08 4.27871e-08 1.52397e-07
4.98047e-10 4.28036e-08 4.28036e-08 1.54688e-07
5.12695e-10 4.25671e-08 4.25671e-08 1.56324e-07
5.27344e-10 4.20653e-08 4.20653e-08 1.57266e-07
5.41992e-10 4.12872e-08 4.12872e-08 1.57478e-07
5.56641e-10 4.02226e-08 4.02226e-08 1.56927e-07
5.71289e-10 3.88625e-08 3.88625e-08 1.5558e-07
5.85937e-10 3.71989e-08 3.71989e-08 1.53409e-07
6.00586e-10 3.52252e-08 3.52252e-08 1.50389e-07
6.15234e-10 3.29357e-08 3.29357e-08 1.46496e-07
6.29883e-10 3.03263e-08 3.03263e-08 1.41713e-07
6.44531e-10 2.73941e-08 2.73941e-08 1.36022e-07
6.5918e-10 2.41376e-08 2.41376e-08 1.29411e-07
6.73828e-10 2.05566e-08 2.05566e-08 1.21872e-07
6.88477e-10 1.66526e-08 1.66526e-08 1.13398e-07
7.03125e-10 1.24284e-08 1.24284e-08 1.0399e-07
7.17773e-10 7.88826e-09 7.88826e-09 9.36489e-08
7.32422e-10 3.03812e-09 3.03812e-09 8.23817e-08
7.4707e-10 2.11466e-09 2.11466e-09 7.01991e-08
7.61719e-10 7.56116e-09 7.56116e-09 5.71155e-08
7.76367e-10 1.32909e-08 1.32909e-08 4.31498e-08
7.91016e-10 1.9292e-08 1.9292e-08 2.83245e-08
8.05664e-10 2.55508e-08 2.55508e-08 1.26667e-08
8.20312e-10 3.20525e-08 3.20525e-08 3.79268e-09
8.34961e-10 3.87804e-08 3.87804e-08 2.10187e-08
8.49609e-10 4.57167e-08 4.57167e-08 3.89725e-08
8.64258e-10 5.2842e-08 5.2842e-08 5.76109e-08
8.78906e-10 6.01357e-08 6.01357e-08 7.68874e-08
8.93555e-10 6.75755e-08 6.75755e-08 9.67513e-08
9.08203e-10 7.51383e-08 7.51383e-08 1.17149e-07
9.22852e-10 8.27995e-08 8.27995e-08 1.38021e-07
9.375e-10 9.05334e-08 9.05334e-08 1.59309e-07
9.52148e-10 9.83131e-08 9.83131e-08 1.80946e-07
9.66797e-10 1.06111e-07 1.06111e-07 2.02866e-07
9.81445e-10 1.13898e-07 1.13898e-07 2.24998e-07
