0 -1.50941 -0.57419 -1.70518 0.839258 2.51469 5.48576 3.18756 -0.796599 -0.345946 0.0073573 0.0572718 
0.05 -1.52911 -0.575169 -1.66714 0.706936 2.57691 5.45666 3.17496 -0.790176 -0.349125 0.0311645 0.0585106 
0.1 -1.54485 -0.577358 -1.65188 0.599249 2.64131 5.41772 3.17243 -0.793882 -0.345377 0.0515148 0.059881 
0.15 -1.55972 -0.579809 -1.63552 0.491987 2.70802 5.37304 3.18029 -0.805019 -0.341739 0.0708365 0.0613283 
0.2 -1.56368 -0.585603 -1.6181 0.38502 2.77726 5.32117 3.19418 -0.817836 -0.338143 0.0825237 0.0624269 
0.25 -1.5542 -0.595453 -1.59959 0.278212 2.84924 5.24254 3.24024 -0.838911 -0.334483 0.0847707 0.0630873 
0.3 -1.54408 -0.596361 -1.61942 0.200955 2.92394 5.16031 3.28769 -0.860603 -0.330685 0.0868186 0.0637541 
0.35 -1.53342 -0.594202 -1.65332 0.135242 2.99921 5.07612 3.33657 -0.882924 -0.326741 0.0887119 0.0644255 
0.4 -1.52223 -0.592622 -1.68659 0.0781118 3.04281 5.04467 3.35073 -0.900518 -0.322672 0.0904587 0.0650996 
0.45 -1.51052 -0.591612 -1.71933 0.0247945 3.07449 5.02403 3.33705 -0.893313 -0.318593 0.092053 0.0657749 
0.5 -1.49827 -0.591168 -1.75159 -0.0275481 3.10572 5.00442 3.31583 -0.880235 -0.314614 0.0934897 0.0664498 
0.55 -1.48548 -0.591291 -1.78342 -0.0790114 3.1366 4.98394 3.29471 -0.867007 -0.31076 0.0947637 0.0671232 
0.6 -1.47214 -0.591982 -1.81485 -0.129698 3.16722 4.96259 3.27365 -0.853621 -0.307037 0.0958698 0.067794 
0.65 -1.45824 -0.593241 -1.84589 -0.179706 3.19768 4.94036 3.25265 -0.840072 -0.303447 0.0968026 0.0684614 
0.7 -1.44377 -0.595062 -1.87657 -0.229117 3.22807 4.91725 3.23168 -0.826355 -0.299994 0.0975564 0.0691248 
0.75 -1.42873 -0.597437 -1.90686 -0.277994 3.25846 4.89323 3.21074 -0.812463 -0.296682 0.0981252 0.0697836 
0.8 -1.41311 -0.600358 -1.93674 -0.326395 3.28893 4.86826 3.18981 -0.798391 -0.293516 0.098503 0.0704376 
0.85 -1.39689 -0.60382 -1.96622 -0.374377 3.31953 4.84231 3.16887 -0.784134 -0.290502 0.0986864 0.0710867 
0.9 -1.38006 -0.60782 -1.99526 -0.422 3.35035 4.81533 3.14792 -0.769687 -0.287642 0.0986664 0.0717311 
0.95 -1.36262 -0.612354 -2.02384 -0.469321 3.38144 4.78729 3.12696 -0.755048 -0.284939 0.098436 0.072371 
1 -1.34455 -0.617422 -2.05195 -0.516406 3.41287 4.75815 3.10598 -0.740211 -0.282399 0.0979885 0.073007 
1.05 -1.32585 -0.623089 -2.0795 -0.56332 3.4447 4.72788 3.08499 -0.725173 -0.280026 0.0973165 0.07364 
1.1 -1.30648 -0.631158 -2.10522 -0.609863 3.47697 4.69647 3.06397 -0.709931 -0.277824 0.0964074 0.074271 
1.15 -1.28643 -0.64047 -2.1298 -0.656333 3.50972 4.66391 3.04294 -0.694483 -0.275797 0.0952463 0.0749012 
1.2 -1.26568 -0.650204 -2.15374 -0.70296 3.543 4.63018 3.02189 -0.678825 -0.273951 0.0938233 0.0755321 
1.25 -1.24422 -0.660364 -2.17699 -0.749792 3.57684 4.59527 3.00088 -0.662989 -0.272288 0.0921303 0.0761655 
1.3 -1.22205 -0.67093 -2.19956 -0.7967 3.61103 4.55919 2.98004 -0.647144 -0.270802 0.090159 0.0768009 
1.35 -1.19957 -0.681661 -2.22148 -0.843584 3.64545 4.52195 2.95951 -0.631428 -0.269271 0.0879106 0.077395 
1.4 -1.17716 -0.692329 -2.24269 -0.890493 3.68011 4.48358 2.93928 -0.615853 -0.267479 0.0853888 0.0779049 
1.45 -1.15483 -0.702927 -2.26317 -0.937478 3.71505 4.44408 2.91938 -0.600431 -0.265417 0.0825953 0.0783291 
1.5 -1.13258 -0.713445 -2.28288 -0.984586 3.7503 4.40346 2.8998 -0.585178 -0.263086 0.0795382 0.078666 
1.55 -1.11031 -0.723935 -2.3018 -1.03186 3.7859 4.36175 2.88054 -0.570069 -0.260554 0.0762213 0.07893 
1.6 -1.08791 -0.734459 -2.3199 -1.07935 3.82189 4.31894 2.86158 -0.555074 -0.257903 0.072642 0.0791384 
1.65 -1.06537 -0.745023 -2.33717 -1.1271 3.85833 4.27504 2.84293 -0.540198 -0.255138 0.0688003 0.079293 
1.7 -1.0427 -0.755626 -2.35358 -1.17516 3.89527 4.23007 2.82459 -0.525452 -0.252257 0.0646966 0.0793929 
1.75 -1.01987 -0.766269 -2.36912 -1.22357 3.93275 4.18403 2.80659 -0.510845 -0.249256 0.0603309 0.0794377 
1.8 -0.996908 -0.776952 -2.38375 -1.27237 3.97083 4.13692 2.78893 -0.49639 -0.24613 0.0557033 0.0794274 
1.85 -0.973793 -0.787672 -2.39746 -1.32162 4.00956 4.08875 2.77163 -0.482097 -0.242877 0.0508125 0.0793627 
1.9 -0.950513 -0.798425 -2.4103 -1.37134 4.04899 4.03952 2.75469 -0.467977 -0.239491 0.0456579 0.0792471 
1.95 -0.927053 -0.809199 -2.42231 -1.42154 4.08918 3.98922 2.73812 -0.454041 -0.235967 0.0402342 0.0790825 
2 -0.903412 -0.819997 -2.43346 -1.47228 4.13019 3.93786 2.72194 -0.440303 -0.232299 0.0345389 0.0788677 
2.05 -0.87959 -0.830823 -2.44374 -1.52361 4.17205 3.88542 2.70616 -0.426773 -0.228481 0.0285697 0.0786016 
2.1 -0.855587 -0.841683 -2.45314 -1.57556 4.21483 3.83191 2.69079 -0.413465 -0.224507 0.0223238 0.0782829 
2.15 -0.831401 -0.85258 -2.46164 -1.62818 4.25859 3.77731 2.67586 -0.400391 -0.220371 0.0157986 0.0779106 
2.2 -0.807031 -0.863522 -2.46922 -1.68153 4.30337 3.72162 2.66138 -0.387564 -0.216065 0.00899104 0.0774834 
2.25 -0.782474 -0.874514 -2.47585 -1.73565 4.34923 3.66482 2.64778 -0.375559 -0.21144 0.00189743 0.0770002 
2.3 -0.757729 -0.885566 -2.48153 -1.7906 4.39624 3.60691 2.63658 -0.366395 -0.205973 -0.00548861 0.07646 
2.35 -0.732793 -0.896685 -2.48623 -1.84643 4.44443 3.54786 2.62598 -0.357662 -0.200252 -0.0131734 0.0758617 
2.4 -0.707662 -0.90788 -2.48992 -1.90318 4.49389 3.48767 2.61599 -0.349382 -0.194265 -0.0211611 0.0752043 
2.45 -0.682332 -0.919163 -2.49258 -1.96091 4.54465 3.4263 2.60665 -0.341579 -0.188 -0.0294563 0.0744867 
2.5 -0.656799 -0.930544 -2.49419 -2.01967 4.59678 3.36374 2.59799 -0.334276 -0.181446 -0.0380635 0.073708 
2.55 -0.631058 -0.942034 -2.49473 -2.07953 4.65034 3.29998 2.59003 -0.327498 -0.174589 -0.0469878 0.0728671 
2.6 -0.605104 -0.953648 -2.49416 -2.14053 4.7054 3.23497 2.58282 -0.321269 -0.167418 -0.0562343 0.0719631 
2.65 -0.578931 -0.965398 -2.49246 -2.20274 4.76201 3.1687 2.57637 -0.315616 -0.159918 -0.0658084 0.070995 
2.7 -0.552531 -0.9773 -2.48959 -2.26621 4.82023 3.10113 2.57074 -0.310565 -0.152076 -0.075716 0.0699617 
2.75 -0.525879 -0.989383 -2.48553 -2.33101 4.88014 3.03224 2.56595 -0.306106 -0.14392 -0.0859643 0.0688706 
2.8 -0.498944 -1.00164 -2.48042 -2.36631 4.90071 2.97257 2.56177 -0.302177 -0.135485 -0.0965623 0.0677306 
2.85 -0.471717 -1.01399 -2.47459 -2.3655 4.87316 2.92499 2.55768 -0.298696 -0.126763 -0.107518 0.0665429 
2.9 -0.444191 -1.02639 -2.46825 -2.36411 4.84494 2.878 2.55338 -0.295621 -0.117743 -0.118839 0.0653072 
2.95 -0.432575 -1.03511 -2.46142 -2.36214 4.81607 2.83164 2.54884 -0.29295 -0.108457 -0.11949 0.0655179 
3 -0.428994 -1.04184 -2.45413 -2.35959 4.78655 2.78591 2.54406 -0.290683 -0.0989592 -0.114827 0.066447 
3.05 -0.425373 -1.04837 -2.44641 -2.35646 4.75638 2.74085 2.53901 -0.28882 -0.0892619 -0.11033 0.0673229 
3.1 -0.421713 -1.0547 -2.43826 -2.35276 4.72556 2.69648 2.5344 -0.290278 -0.0771555 -0.106014 0.0681451 
3.15 -0.418015 -1.06082 -2.42969 -2.34849 4.6941 2.65281 2.53031 -0.295449 -0.0623141 -0.101902 0.0689131 
3.2 -0.414282 -1.06674 -2.42072 -2.34364 4.66199 2.60988 2.52596 -0.29775 -0.0505522 -0.0979951 0.0696264 
3.25 -0.410514 -1.07245 -2.41134 -2.33823 4.62923 2.56769 2.52131 -0.282523 -0.056565 -0.0942235 0.0702847 
3.3 -0.406712 -1.07794 -2.40157 -2.33226 4.59582 2.52627 2.51627 -0.267561 -0.0625302 -0.0905399 0.0708864 
3.35 -0.402879 -1.08321 -2.39142 -2.32571 4.56175 2.48565 2.51077 -0.252826 -0.0684142 -0.0869599 0.0714302 
3.4 -0.399016 -1.08827 -2.38091 -2.3186 4.52702 2.44585 2.5048 -0.238308 -0.0742095 -0.083486 0.0719149 
3.45 -0.395124 -1.09309 -2.37003 -2.31091 4.49162 2.40688 2.49832 -0.223995 -0.0799084 -0.0801208 0.0723394 
3.5 -0.391205 -1.09769 -2.35881 -2.30264 4.45554 2.36876 2.4913 -0.209874 -0.0855032 -0.0768667 0.0727023 
3.55 -0.38726 -1.10205 -2.34725 -2.29303 4.41879 2.32972 2.48464 -0.195948 -0.090986 -0.0737264 0.0730025 
3.6 -0.383292 -1.10618 -2.33537 -2.28281 4.38136 2.29151 2.47746 -0.182216 -0.0963488 -0.0707023 0.0732387 
3.65 -0.379301 -1.11006 -2.32319 -2.27187 4.33907 2.27015 2.45761 -0.168554 -0.101583 -0.0677972 0.0734098 
3.7 -0.375291 -1.11368 -2.31071 -2.26011 4.29556 2.25035 2.43645 -0.154829 -0.106682 -0.0650133 0.0735146 
3.75 -0.371262 -1.11706 -2.29797 -2.2475 4.25105 2.23111 2.41472 -0.141027 -0.111638 -0.062353 0.0735519 
3.8 -0.367217 -1.12017 -2.28496 -2.23403 4.20553 2.21245 2.3924 -0.127141 -0.116442 -0.0598188 0.0735203 
3.85 -0.363157 -1.12301 -2.27171 -2.21969 4.15902 2.19433 2.36961 -0.113215 -0.121139 -0.0573862 0.0734187 
3.9 -0.359086 -1.12558 -2.25824 -2.20449 4.1115 2.1767 2.34647 -0.0993006 -0.12578 -0.0550286 0.0732455 
3.95 -0.355005 -1.12787 -2.24457 -2.18839 4.06298 2.15955 2.32301 -0.0854146 -0.130364 -0.0527445 0.0729991 
4 -0.350917 -1.12988 -2.2307 -2.1714 4.01348 2.14278 2.29946 -0.0716872 -0.134886 -0.050533 0.0726775 
