#Plot of the error of the calculated jacobian dJ (expl midpoint,impl midpoint,gen midpoint)
32 0.846905 5.40499 2.07589 0.846905
64 0.7667 1.36215 1.31739 0.7667
128 0.312607 0.663812 0.435289 0.312607
256 0.118442 0.27224 0.209909 0.118442
512 0.0731565 0.135389 0.105377 0.0731565
1024 0.0391568 0.096527 0.0640077 0.0391568
2048 0.0279489 0.0628295 0.0177236 0.0279489
4096 0.0153705 0.0263628 0.0174255 0.0153705
8192 0.000801878 0.0117175 0.00666855 0.000801878
