0 0.424412 4.06208
0.1 0.827486 3.99948
0.2 1.2223 3.897
0.3 1.60491 3.75564
0.4 1.97151 3.57683
0.5 2.31843 3.36235
0.6 2.64223 3.11434
0.7 2.93967 2.83528
0.8 3.20778 2.52795
0.9 3.4439 2.19542
1 3.64568 1.841
1.1 3.8111 1.46824
1.2 3.93851 1.08085
1.3 4.02666 0.682688
1.4 4.07465 0.277732
1.5 4.08203 -0.129983
1.6 4.04871 -0.536391
1.7 3.97503 -0.937441
1.8 3.86172 -1.32914
1.9 3.70993 -1.70757
2 3.52116 -2.06897
2.1 3.29731 -2.40975
2.2 3.04059 -2.72649
2.3 2.75358 -3.01606
2.4 2.43914 -3.27555
2.5 2.1004 -3.5024
2.6 1.74074 -3.69434
2.7 1.36374 -3.84946
2.8 0.973169 -3.96622
2.9 0.572913 -4.04345
3 0.166961 -4.0804
3.1 -0.240641 -4.07669
3.2 -0.419351 -4.04369
3.3 -0.41909 -4.00176
3.4 -0.418828 -3.95987
3.5 -0.418567 -3.918
3.6 -0.418306 -3.87616
3.7 -0.418044 -3.83434
3.8 -0.417783 -3.79255
3.9 -0.417522 -3.75078
4 -0.41726 -3.70904
4.1 -0.416999 -3.66733
4.2 -0.416738 -3.62564
4.3 -0.416476 -3.58398
4.4 -0.416215 -3.54235
4.5 -0.415954 -3.50074
4.6 -0.415692 -3.45916
4.7 -0.415431 -3.4176
4.8 -0.41517 -3.37607
4.9 -0.414908 -3.33457
5 -0.414647 -3.29309
5.1 -0.414386 -3.25164
5.2 -0.59465 -3.20119
5.3 -0.910739 -3.12595
5.4 -1.21774 -3.01959
5.5 -1.51261 -2.88316
5.6 -1.7924 -2.71802
5.7 -2.05432 -2.52583
5.8 -2.29578 -2.30851
5.9 -2.51438 -2.06821
6 -2.70793 -1.80733
6.1 -2.87451 -1.52847
6.2 -3.01247 -1.23441
6.3 -3.12044 -0.928085
6.4 -3.19734 -0.612534
6.5 -3.24242 -0.290903
6.6 -3.25522 0.0336056
6.7 -3.23563 0.357762
6.8 -3.18384 0.678341
6.9 -3.10037 0.992152
7 -2.98605 1.29607
7.1 -2.84203 1.58708
7.2 -2.66974 1.86228
7.3 -2.47091 2.11894
7.4 -2.2475 2.3545
7.5 -2.00175 2.56663
7.6 -1.7361 2.75321
7.7 -1.45319 2.9124
7.8 -1.15585 3.04261
7.9 -0.847037 3.14255
8 -0.529816 3.21123
8.1 -0.207345 3.24797
8.2 0.117168 3.25241
8.3 0.402881 3.22638
8.4 0.402357 3.18612
8.5 0.401833 3.14591
8.6 0.401309 3.10575
8.7 0.400785 3.06565
8.8 0.400262 3.0256
8.9 0.399738 2.9856
9 0.399214 2.94565
9.1 0.39869 2.90575
9.2 0.398166 2.86591
9.3 0.397642 2.82612
9.4 0.397118 2.78638
9.5 0.396594 2.7467
9.6 0.39607 2.70706
9.7 0.395546 2.66748
9.8 0.395023 2.62795
9.9 0.394499 2.58848
10 0.393975 2.54905
10.1 0.393451 2.50968
10.2 0.392927 2.47036
10.3 0.420962 2.42967
10.4 0.6607 2.37562
10.5 0.893851 2.29798
10.6 1.1181 2.19753
10.7 1.33122 2.07526
10.8 1.53111 1.93239
10.9 1.71576 1.77035
11 1.88336 1.59075
11.1 2.03225 1.39538
11.2 2.16094 1.18617
11.3 2.26816 0.965212
11.4 2.35286 0.734695
11.5 2.4142 0.496911
11.6 2.45156 0.254221
11.7 2.4646 0.0090353
11.8 2.45317 -0.236212
11.9 2.4174 -0.479088
12 2.35765 -0.717183
12.1 2.27451 -0.948134
12.2 2.16882 -1.16965
12.3 2.04162 -1.37954
12.4 1.89418 -1.57572
12.5 1.72798 -1.75624
12.6 1.54465 -1.91933
12.7 1.34603 -2.06336
12.8 1.13408 -2.18691
12.9 0.910916 -2.28876
13 0.678744 -2.3679
13.1 0.439871 -2.42355
13.2 0.196666 -2.45517
13.3 -0.0484574 -2.46244
13.4 -0.29307 -2.4453
13.5 -0.371105 -2.41208
13.6 -0.370321 -2.37501
13.7 -0.369537 -2.33802
13.8 -0.368752 -2.3011
13.9 -0.367968 -2.26427
14 -0.367184 -2.22751
14.1 -0.366399 -2.19083
14.2 -0.365615 -2.15423
14.3 -0.36483 -2.11771
14.4 -0.364046 -2.08126
14.5 -0.363262 -2.0449
14.6 -0.362477 -2.00861
14.7 -0.361693 -1.9724
14.8 -0.360908 -1.93627
14.9 -0.360124 -1.90022
15 -0.359339 -1.86425
15.1 -0.358555 -1.82835
15.2 -0.35777 -1.79254
15.3 -0.356986 -1.7568
15.4 -0.356202 -1.72114
15.5 -0.47038 -1.67984
15.6 -0.634818 -1.62468
15.7 -0.792942 -1.55346
15.8 -0.943192 -1.46691
15.9 -1.08408 -1.36588
16 -1.21423 -1.25138
16.1 -1.33235 -1.12454
16.2 -1.43727 -0.986614
16.3 -1.52797 -0.838975
16.4 -1.60355 -0.683084
16.5 -1.66328 -0.520483
16.6 -1.70656 -0.352781
16.7 -1.73298 -0.181636
16.8 -1.74227 -0.00873952
16.9 -1.73437 0.164201
17 -1.70934 0.335477
17.1 -1.66744 0.503398
17.2 -1.60909 0.666308
17.3 -1.53488 0.822601
17.4 -1.44554 0.970735
17.5 -1.34195 1.10925
17.6 -1.22515 1.23679
17.7 -1.09629 1.35209
17.8 -0.956651 1.45402
17.9 -0.807611 1.54158
18 -0.650643 1.61392
18.1 -0.4873 1.67032
18.2 -0.319194 1.71023
18.3 -0.147986 1.73327
18.4 0.0246365 1.73921
18.5 0.19697 1.728
18.6 0.327416 1.70175
18.7 0.326369 1.66906
